"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"WULLC2JK","journalArticle","2023","Roslan, Nurfarahin; Saleh, Norman Mohd","Connectivity in Integrated Report: A Systematic Literature Review","Asian Journal of Accounting and Governance","","","10.17576/ajag-2023-20-06","https://app.dimensions.ai/details/publication/pub.1167943674","This study aims to provide a thorough and critical review of the existing studies investigating the connectivity feature of integrated reports (IR). The paper goes beyond adoption and pays special attention to the core concept of connectivity reflected from integrative thinking embedded in the process of producing firm IR. A classification model is developed to provide insights into theories, methods, factors and effects that have been used in previous studies. A systematic literature review was conducted on 28 articles published in top journals rated 3, 4 and 4* as set by Academic Journal Guide (AJG) 2021. A search was performed on Scopus and Web of Science (WOS) databases covering the year 2013 until 2022. In terms of theoretical review, findings indicate there has been an overreliance on certain theories particularly agency, legitimacy and stakeholders which creates a gap that may restrict the scope of IR connectivity research. The methodological review uncovered a substantial amount of evidence from South Africa and international public listed firms under the IIRC database. Additionally, when considering factors and effects, researchers exhibit greater interest in examining firms over country-level governance. Ultimately, there is a rising interest in exploring connectivity reported in firm IR. Keywords: Integrated thinking; connectivity; integrated reporting","2023","2025-07-26 09:59:09","2025-07-26 09:59:09","","","","0","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PUGQ7VN5","journalArticle","2024","Semeraro, Federico; Montomoli, Jonathan; Cascella, Marco; Bellini, Valentina; Bignami, Elena Giovanna","Trends and insights about cardiac arrest and artificial intelligence on PubMed using ChatGPT-4","Resuscitation","","","10.1016/j.resuscitation.2024.110131","https://app.dimensions.ai/details/publication/pub.1168281554","","2024","2025-07-26 09:59:09","2025-07-26 09:59:09","","110131","","","196","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZPACEPQ8","journalArticle","2024","Javanmardi, Ehsan; Maresova, Petra; Xie, Naiming; Mierzwiak, Rafał","Exploring business models for managing uncertainty in healthcare, medical devices, and biotechnology industries","Heliyon","","","10.1016/j.heliyon.2024.e25962","https://app.dimensions.ai/details/publication/pub.1168627250","The medical devices, biotechnology, and healthcare industries are closely tied to innovation, with companies relying on research and development and new product introduction. However, innovation activities like research and development can be costly, and commercializing new products faces complexities. Having effective business models (BMs) aligned with such innovation activities is crucial. This study delves into the intricacies of BMs in these innovator companies, emphasizing the pivotal role of effective BMs in navigating uncertainties and fostering innovation. This study conducted a systematic literature review to synthesize knowledge on BMs in innovator health-tech companies and compare models on dimensions like infrastructure, offering, customers, and finances. The review of 34 recent papers revealed 9 key BMs - open innovation, sustainable, dynamic, dual, spin-off, frugal, high-tech entrepreneurial content marketing, back-end, and product-service systems BMs. The analysis found open innovation, sustainability, and dynamicity as foundational models that can serve as a basis when combined with others. The paper unveils a tailored Dynamic Sustainable Business Model (DSBM) for Health-Tech, designed to integrate adaptability and sustainability, providing a framework for companies to leverage emerging technologies effectively. Additionally, a conceptual framework outlining 28 groups of uncertainty factors in BMs was developed to aid risk management in health-tech. The findings offer crucial insights for companies in health-tech industries, aiding them in managing innovation and value creation amidst a rapidly evolving landscape.","2024","2025-07-26 09:59:09","2025-07-26 09:59:09","","e25962","","4","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZTKIZE2P","journalArticle","2024","Li, Jiaxin; Meng, Mingming; Liu, Xin; Lv, Yanjie; Yu, Jian","Evaluation and screening of technology start-ups based on PCA and GA-BPNN","PLOS ONE","","","10.1371/journal.pone.0289691","https://app.dimensions.ai/details/publication/pub.1168658985","PURPOSE: Due to the existence of information opacity, there is a common problem of adverse selection in the process of screening alternative technology start-ups (TSs) and determining investment targets by venture capital institutions, which does not reveal the true value of enterprises and makes the market inefficient. The aim of this paper is to design an evaluation and screening system help venture capital institutions to select the qualified TSs as their investment objective. DESIGN: A research framework of four dimensions that include conception, technical innovation, business model and team structure, was built based on previous studies. Based on the research framework, 15 second-level indicators and 33 third-level indicators were extracted with literature research method. This paper proposes an evaluation model with back propagation neural network (BPNN) optimized by genetic algorithm (GA) to improve the rate of selecting and investing in qualified start-ups. FINDINGS: The results show that the evaluation accuracy of the evaluation model for qualified and unqualified enterprises can reach 80.33% and 93.67% respectively, which has verified the effectiveness of the model and algorithm. ORIGINALITY/VALUE: This paper established an effective evaluation system based on PCA and GA-BPNN to help venture capital institutions preliminarily screen potential technology start-ups, which provides the possibility for venture capital institutions to greatly reduce the screening time and cost, improve the screening efficiency of TSs, and scientifically assess the risk of investee projects or investee enterprises to obtain sustainable and stable excess profits.","2024","2025-07-26 09:59:09","2025-07-26 09:59:09","","e0289691","","2","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"US59PW9C","journalArticle","2024","Rodrigues, Talia R. Cohen; de Buisonjé, David R.; Reijnders, Thomas; Santhanam, Prabhakaran; Kowatsch, Tobias; Breeman, Linda D.; Janssen, Veronica R.; Kraaijenhagen, Roderik A.; Atsma, Douwe E.; Evers, Andrea W.M.; consortium, the BENEFIT","Human cues in eHealth to promote lifestyle change: An experimental field study to examine adherence to self-help interventions","Internet Interventions","","","10.1016/j.invent.2024.100726","https://app.dimensions.ai/details/publication/pub.1168669364","eHealth lifestyle interventions without human support (self-help interventions) are generally less effective, as they suffer from lower adherence levels. To solve this, we investigated whether (1) using a text-based conversational agent (TCA) and applying human cues contribute to a working alliance with the TCA, and whether (2) adding human cues and establishing a positive working alliance increase intervention adherence. Participants (<i>N</i> = 121) followed a TCA-supported app-based physical activity intervention. We manipulated two types of human cues: visual (ie, message appearance) and relational (ie, message content). We employed a 2 (visual cues: yes, no) x 2 (relational cues: yes, no) between-subjects design, resulting in four experimental groups: (1) visual and relational cues, (2) visual cues only, (3) relational cues only, or (4) no human cues. We measured the working alliance with the Working Alliance Inventory Short Revised form and intervention adherence as the number of days participants responded to the TCA's messages. Contrary to expectations, the working alliance was unaffected by using human cues. Working alliance was positively related to adherence (<i>t</i>(78) = 3.606, <i>p</i> = .001). Furthermore, groups who received visual cues showed lower adherence levels compared to those who received relational cues only or no cues (<i>U</i> = 1140.5, <i>z</i> = -3.520, <i>p</i> &lt; .001). We replicated the finding that establishing a working alliance contributes to intervention adherence, independently of the use of human cues in a TCA. However, we were unable to show that adding human cues impacted the working alliance and increased adherence. The results indicate that adding visual cues to a TCA may even negatively affect adherence, possibly because it may create confusion concerning the true nature of the coach, which may prompt unrealistic expectations.","2024","2025-07-26 09:59:09","2025-07-26 09:59:09","","100726","","","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T4DGCG33","journalArticle","2024","Schneider, Charlotte; Nißen, Marcia; Kowatsch, Tobias; Vinay, Rasita","Impact of digital assistive technologies on the quality of life for people with dementia: a scoping review","BMJ Open","","","10.1136/bmjopen-2023-080545","https://app.dimensions.ai/details/publication/pub.1168749089","BACKGROUND: Digital assistive technologies (DATs) have emerged as promising tools to support the daily life of people with dementia (PWD). Current research tends to concentrate either on specific categories of DATs or provide a generic view. Therefore, it is of essence to provide a review of different kinds of DATs and how they contribute to improving quality of life (QOL) for PWD. DESIGN: Scoping review using the framework proposed by Arksey and O'Malley and recommendations from Preferred Reporting Items for Systematic Reviews and Meta-Analyses Extension for Scoping Reviews. DATA SOURCES: Cochrane, Embase, PubMed, Scopus and Web of Science (January 2013 to May 2023). ELIGIBILITY CRITERIA FOR SELECTING STUDIES: Completed scientific literature with a primary focus on DATs for PWD, perspectives of caregivers, family members or healthcare workers in relation to a PWD, people living in diverse settings and all severities of dementia. DATA EXTRACTION AND SYNTHESIS: Screening and data extraction were conducted, followed by quantitative and qualitative analyses using thematic analysis principles and Digital Therapeutics Alliance categories for DAT grouping. RESULTS: The literature search identified 6083 records, with 1056 duplicates. After screening, 4560 full texts were excluded, yielding 122 studies of different designs. The DATs were categorised into digital therapeutics (n=109), patient monitoring (n=30), digital diagnostics (n=2), care support (n=2) and health system clinical software (n=1). These categories were identified to impact various aspects of QOL: preserving autonomy, engagement, and social interaction, health monitoring and promotion, improving activities of daily living, improving cognition, maintaining dignity, managing behavioural and psychological symptoms of dementia and safety/surveillance. CONCLUSIONS: Various DATs offer extensive support, elevating the QOL of PWD. Digital therapeutics are predominantly used for ageing-in-place and independent living through assistance with daily tasks. Future research should focus on less-represented digital health technology categories, such as care support, health & wellness or software solutions. Observing ongoing DAT developments and their long-term effects on QOL remains essential.","2024","2025-07-26 09:59:09","2025-07-26 09:59:09","","e080545","","2","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PCD5EJQQ","journalArticle","2024","Omri, Anis; Boubaker, Sabri","When do climate change legislation and clean energy policies matter for net-zero emissions?","Journal of Environmental Management","","","10.1016/j.jenvman.2024.120275","https://app.dimensions.ai/details/publication/pub.1168917653","Achieving the global decarbonization goal under global conflicts is becoming more uncertain. Within this context, this article seeks to examine the effects of global environmental management and efforts to achieve this goal. Specifically, it investigates the role of democracy, control of corruption, and civil society participation as mechanisms that moderate the impact of environmental policy and legislation, particularly clean energy policy and climate change legislation (laws and regulations), on carbon emissions in highly polluted countries. The empirical results show that (i) the effects of democracy-clean energy policies and climate change legislation are relatively small in reducing carbon emissions; (ii) the effect of controlling corruption-climate change regulations is strong in reducing emissions, meaning that governments with higher control of corruption are more effective at enacting and executing laws and regulations dealing with environmental challenges which help achieve desirable environmental outcomes; (iii) strong civil society participation helps the execution of clean energy policies and climate change legislation to curb emissions, and (iv) the robustness check also provides strong evidence that higher control of corruption can contribute to the effectiveness of these policies and legislation in reducing carbon emissions. Overall, these findings suggest that the efficiency of well-designed environmental policy and legislation should be supported by a combination of higher civil society participation and greater control of corruption that can efficiently enforce such policies and legislation.","2024","2025-07-26 09:59:09","2025-07-26 09:59:09","","120275","","","354","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CYBF9UU4","journalArticle","2024","Matas, Jose; García, Cynthia; Poblete, Daniela; Vernal, Rolando; Ortloff, Alexander; Luque-Campos, Noymar; Hidalgo, Yessia; Cuenca, Jimena; Infante, Catalina; Cadiz, Maria Ignacia; Khoury, Maroun; Luz-Crawford, Patricia; Espinoza, Francisco","A Phase I Dose-Escalation Clinical Trial to Assess the Safety and Efficacy of Umbilical Cord-Derived Mesenchymal Stromal Cells in Knee Osteoarthritis","Stem Cells Translational Medicine","","","10.1093/stcltm/szad088","https://app.dimensions.ai/details/publication/pub.1168949368","Osteoarthritis (OA) is the most common degenerative joint disease. Mesenchymal stromal cells (MSC) are promising cell-based therapy for OA. However, there is still a need for additional randomized, dose-dependent studies to determine the optimal dose and tissue source of MSC for improved clinical outcomes. Here, we performed a dose-dependant evaluation of umbilical cord (UC)-derived MSC (Celllistem) in a murine model and in knee OA patients. For the preclinical study, a classical dose (200.000 cells) and a lower dose (50.000 cells) of Cellistem were intra-articularly injected into the mice knee joints. The results showed a dose efficacy response effect of Cellistem associated with a decreased inflammatory and degenerative response according to the Pritzker OARSI score. Following the same approach, the dose-escalation phase I clinical trial design included 3 sequential cohorts: low-dose group (2 × 106 cells), medium-dose group (20 × 106), and high-dose group (80 × 106). All the doses were safe, and no serious adverse events were reported. Nonetheless, 100% of the patients injected with the high-dose experienced injection-related swelling in the knee joint. According to WOMAC total outcomes, patients treated with all doses reported significant improvements in pain and function compared with baseline after 3 and 6 months. However, the improvements were higher in patients treated with both medium and low dose as compared to high dose. Therefore, our data demonstrate that the intra-articular injection of different doses of Cellistem is both safe and efficient, making it an interesting therapeutic alternative to treat mild and symptomatic knee OA patients. Trial registration ClinicalTrials.gov NCT03810521.","2024","2025-07-26 09:59:09","2025-07-26 09:59:09","","193-203","","3","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MH48I3W2","journalArticle","2024","Thomeer, Mieke Beth; Brantley, Mia; Hernandez, Elaine M.","Using mixed methods approaches to study families and relationships","Journal of Marriage and Family","","","10.1111/jomf.12974","https://app.dimensions.ai/details/publication/pub.1168950670","Mixed methods research-methodologies that synthesize qualitative and quantitative approaches in the design, collection, analysis, and dissemination of research related to a specific topic or aim-is increasingly common, offering innovative empirical insight into families and relationships. We first elaborate on our definition of mixed methods research, emphasizing that there is significant heterogeneity within mixed methods approaches to studying families and relationships. Second, we discuss benefits of mixed methods projects within family and relationship research, including theory-building and innovation. Third, we provide practical suggestions for designing and implementing a mixed methods project, highlighting useful resources for researchers as they develop research questions, plan designs, collect and analyze data, and disseminate findings. We emphasize the unique opportunities from abductive analytic approaches for mixed methods researchers and point to the need for reflexivity. Fourth, we consider common obstacles associated with disseminating mixed methods research and explain why family researchers need ""mixed methods literacy"" regardless of their research paradigm. Finally, we identify key areas of future growth for mixed methods researchers. We advocate that understanding mixed methods research has practical benefits, even for researchers not using these approaches. To cohesively build-and critique-our knowledge of families and relationships, family and relationship researchers across paradigms should be familiar with the basic tenets, strengths, and limitations of qualitative, quantitative, and mixed methods research.","2024","2025-07-26 09:59:09","2025-07-26 09:59:09","","1374-1392","","5","86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QGTTP8I8","journalArticle","2024","Kejžar, Anamarija; Turunen, Katri Maria","The ecosystem of human capital in care homes","Frontiers in Public Health","","","10.3389/fpubh.2024.1298833","https://app.dimensions.ai/details/publication/pub.1169396558","Introduction: This qualitative study addresses the essential yet often overlooked experiences of knowledge transfer within care homes (CH). Conducted in a Slovenian CH in 2020 and 2023, participants, including CH management, staff, and residents with their relatives, shared perceptions of knowledge transfer at various levels. The study aims to explore barriers and facilitators for knowledge transfer crucial for creating new knowledge, services, and enhancing care quality for older individuals. Methods: Structured focus group interviews were conducted, and data were collected within the CH. The participants' insights into knowledge transfer were probed, covering various dimensions such as between individuals, groups, organizations, and the community. Transcriptions of recorded interviews were analyzed using content analysis. Results: Knowledge transfer within the CH was facilitated through continuous training, diverse communication channels, and mentoring. Collaboration with relatives improved understanding of resident preferences, habits, and overall enhanced the quality of care. This collaborative effort allowed mutual learning and knowledge transfer from the CH to the broader community. Despite potential benefits, there is an underutilization of information and communication technology, e-care, and untapped potential for partnerships, partly due to the scarcity of care. Barriers were identified in the form of stereotypical attitudes towards aging and care, further reinforced by negative news coverage on older people's care. Conclusion: The multidimensional nature of knowledge in CH centers on resident well-being, emphasizing three key aspects of knowledge transfer: between staff and residents, staff and residents' families, and between the CH and the community. In the context of age management, creating opportunities for knowledge transfer is crucial, emphasizing a transition from traditional institutional care to an approach prioritizing knowledge about quality care. and involving experts from experiences in care process.","2024","2025-07-26 09:59:09","2025-07-26 09:59:09","","1298833","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VJQ7E4WF","journalArticle","2024","Sorensen, Tore Bernt; Dumay, Xavier","The European Union’s governance of teachers and the evolution of a bridging issue field since the mid-2000s","European Educational Research Journal","","","10.1177/14749041241234695","https://app.dimensions.ai/details/publication/pub.1169507670","Concerned with European Union (EU) governance of teachers since the mid-2000s, this paper makes an empirical as well as theoretical contribution to education policy studies in the context of EU governance. Drawing on neo-institutional field theory and an empirical material of policy documents and interviews, the paper analyses the consolidation and evolution of a field at the EU level that is focused on the governance of the teaching profession. We argue that this field constitutes a bridging issue field, spanning several policy domains, including education, employment and economy, and characterised by non-linear and relatively slow change. We demonstrate how the field since the mid-2000s has become elaborated via the strategic framing of teacher skills and careers as policy issues, the mobilisation of actors and networks, and an expanding institutional infrastructure of mechanisms and policy instruments. Theoretically, the paper advances the debate on EU governance by highlighting the epistemic gains of neo-institutional field theory in making sense of soft governance contexts and their trajectories as an outcome of the interplay between issue framings, different types of actors, and institutional infrastructure.","2024","2025-07-26 09:59:10","2025-07-26 09:59:10","","237-260","","2","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55V3RUZ8","journalArticle","2024","Pennetta, Selene; Anglani, Francesco; Reaiche, Carmen; Boyle, Stephen","Mapping the Field of Entrepreneurial Versus Managerial Abilities: A New Trend of Dynamic Capabilities-A Bibliometric Analysis","SAGE Open","","","10.1177/21582440241234718","https://app.dimensions.ai/details/publication/pub.1169922965","Personality traits, skills, competencies, and capabilities —also generally known as abilities—are terms widely used within the business domain in both the managerial and entrepreneurial contexts. Although the differences between entrepreneurial and managerial roles have been widely discussed among scholars, the literature still fails to identify the abilities that distinguish these roles. Moreover, new capabilities common to both fields have also recently emerged, related to both entrepreneurial and managerial roles, that are strictly connected to the rapid change and uncertain dynamics of the global economy. This research contributes to knowledge by disclosing this new group of capabilities, also known as dynamic capabilities. A bibliometric analysis has been conducted to examine the evolutionary intricacies of both entrepreneurial and managerial roles while shedding light on the specific skills creating these dynamic capabilities. Plain Language Summary In the business world, distinguishing abilities between entrepreneurs and managers has long been a topic of interest. Our study delves deep into this, highlighting the emergence of “dynamic capabilities,” a set of skills vital in today’s fast-paced global economy. Through a detailed analysis of literature, we trace the evolution of these roles and pinpoint the skills defining modern business leadership. Discover the traits that set today’s entrepreneurs and managers apart.","2024","2025-07-26 09:59:10","2025-07-26 09:59:10","","21582440241234718","","1","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3WPZZJLE","journalArticle","2024","Wang, Jing; Liu, Chang; Chen, Longling; Liao, Qiuyue; Liu, Guoqin","Development of the social burnout scale for college students","Frontiers in Psychology","","","10.3389/fpsyg.2024.1295755","https://app.dimensions.ai/details/publication/pub.1169943190","Although fruitful achievements have been explored about job burnout, little is known about burnout in the field of social interaction among college students. To address this limitation, this study defined the concept of Social Burnout and developed a measurement tool for it. The study adopted the method of combining qualitative research with quantitative research. After the qualitative study, we gathered examples of social burnout and finished item writing. Using convenient sampling and theoretical sampling methods, six different samples were recruited for reliability and validity testing. Confirmatory factor analysis (CFA) revealed the scale's two-factor structure: emotional exhaustion and depersonalization. Cronbach's alpha measured the internal consistency of the social burnout scale (SBS), which was excellent (Cronbach's alpha of emotional exhaustion = 0.94; depersonalization = 0.82; the overall = 0.92). Susequently, the method of calculating AVE and CR evaluated the scale's convergent and discriminant validity, which were relatively good (AVE of emotional exhaustion = 0.60, depersonalization = 0.59; CR of emotional exhaustion = 0.93, depersonalization = 0.81). Then, regression analysis verified the nomological network and criterion-related validity (<i>r</i> = -0.30, <i>p</i> &lt; 0.01; r = -0.39, <i>p</i> &lt; 0.01; <i>β</i> = -0.25, <i>p</i> &lt; 0.01). The SBS was shown to be a reliable and appropriate measure for assessing students' social burnout. Furthermore, the SBS is recommended for use in academic research and by healthcare professionals to measure students' social distress. Further validation studies of this scale are needed in other cultural contexts.","2024","2025-07-26 09:59:10","2025-07-26 09:59:10","","1295755","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UP32P2SW","journalArticle","2024","Syed, Raihan Taqui; Singh, Dharmendra; Ahmad, Nisar; Butt, Irfan","Age and entrepreneurship: Mapping the scientific coverage and future research directions","International Entrepreneurship and Management Journal","","","10.1007/s11365-024-00964-8","https://app.dimensions.ai/details/publication/pub.1170341202","Researchers’ interest in studying the relationship between age and entrepreneurship has mushroomed in the last decade. While over a hundred articles are published and indexed in the Scopus database alone with varying and fragmented results, there has been a lack of effort in reviewing, integrating, and classifying the literature. This article offers a framework-based systematic review of 174 articles to comprehend the relationship and influencing factors related to an individual's age and entrepreneurship. Bibliographic coupling is used to identify the prominent clusters in the literature on this topic and the most influential articles. Also, the TCCM review framework is adopted to provide a comprehensive insight into dominant theories applied, contexts (geographic regions and industries) incorporated, characteristics (antecedents, consequences, mediating and moderating variables, and their relationships) investigated, and research methods employed in age and entrepreneurship research over the last fifteen (2007–2022). Though the literature covers an array of industries, to better understand the age-entrepreneurship correlation, we need to investigate the new-age technologically driven business sectors further to expand our knowledge. Furthermore, we detect that the Theory of Planned Behavior mostly dominates the literature, with other theories trivially employed. Finally, we apply the TCCM framework to suggest fertile areas for future research.","2024","2025-07-26 09:59:10","2025-07-26 09:59:10","","1451-1486","","2","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"696NNM98","journalArticle","2024","Montomoli, Jonathan; Bitondo, Maria Maddalena; Cascella, Marco; Rezoagli, Emanuele; Romeo, Luca; Bellini, Valentina; Semeraro, Federico; Gamberini, Emiliano; Frontoni, Emanuele; Agnoletti, Vanni; Altini, Mattia; Benanti, Paolo; Bignami, Elena Giovanna","Algor-ethics: charting the ethical path for AI in critical care","Journal of Clinical Monitoring and Computing","","","10.1007/s10877-024-01157-y","https://app.dimensions.ai/details/publication/pub.1170410751","The integration of Clinical Decision Support Systems (CDSS) based on artificial intelligence (AI) in healthcare is groundbreaking evolution with enormous potential, but its development and ethical implementation, presents unique challenges, particularly in critical care, where physicians often deal with life-threating conditions requiring rapid actions and patients unable to participate in the decisional process. Moreover, development of AI-based CDSS is complex and should address different sources of bias, including data acquisition, health disparities, domain shifts during clinical use, and cognitive biases in decision-making. In this scenario algor-ethics is mandatory and emphasizes the integration of ‘Human-in-the-Loop’ and ‘Algorithmic Stewardship’ principles, and the benefits of advanced data engineering. The establishment of Clinical AI Departments (CAID) is necessary to lead AI innovation in healthcare, ensuring ethical integrity and human-centered development in this rapidly evolving field.","2024","2025-07-26 09:59:10","2025-07-26 09:59:10","","931-939","","4","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C7LI88T9","journalArticle","2024","Schlieter, Hannes; Gand, Kai; Marsch, Lisa A.; Chan, Wai Sze; Kowatsch, Tobias","Editorial: Scaling-up health-IT—sustainable digital health implementation and diffusion","Frontiers in Digital Health","","","10.3389/fdgth.2024.1296495","https://app.dimensions.ai/details/publication/pub.1170712191","","2024","2025-07-26 09:59:10","2025-07-26 09:59:10","","1296495","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6ZCRAPNJ","journalArticle","2024","Betsill, Michele M.; Gruby, Rebecca L.; Blackwatters, Jeffrey; Enrici, Ash; Le Cornu, Elodie; Basurto, Xavier; English, Chad; Hudson, Charlotte; Meth, Leah; Fairweather‐Morrison, Imani; Okano, Dana; Secord, David","Community engagement and power dynamics in conservation philanthropy grant making","Conservation Biology","","","10.1111/cobi.14272","https://app.dimensions.ai/details/publication/pub.1170720141","Funding decisions influence where, how, and by whom conservation is pursued globally. In the context of growing calls for more participatory, Indigenous-led, and socially just conservation, we undertook the first empirical investigation of how philanthropic foundations working in marine conservation globally engage communities in grant-making decisions. We paid particular attention to whether and how community engagement practices reinforce or disrupt existing power dynamics. We conducted semistructured remote interviews with 46 individuals from 32 marine conservation foundations to identify how conservation foundations engage communities in setting their priorities and deciding which organizations and projects to fund. We found that community engagement in foundation decision-making was limited in practice. Eleven of the 32 foundations reported some form of community engagement in funding decisions. Two of these foundations empowered communities to shape funding priorities and projects through strong forms of engagement. Many engagement practices were one way, one time, or indirect and confined to certain points in decision-making processes. These weaker practices limited community input and reinforced unequal power relations, which may undermine the legitimacy, equity, and effectiveness of conservation efforts. We suggest that foundations aim for stronger forms of community engagement and reflect on how their grant-making practices affect power relations between foundations and communities.","2024","2025-07-26 09:59:10","2025-07-26 09:59:10","","e14272","","4","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5K5E67TA","journalArticle","2024","Coronado, Manuel Humberto Vásquez; Valderrama, Carlos Javier Medina; Valencia-Arias, Alejandro; Huamán, Humberto Iván Morales; Valencia, Jackeline; Cardona-Acevedo, Sebastián","Analysis of research trends on economic growth and environmental degradation: a bibliometric study","Sustainable Environment","","","10.1080/27658511.2024.2345445","https://app.dimensions.ai/details/publication/pub.1171165614","The effects of environmental degradation on human health and the life of plants and animals have motivated politicians, researchers, and organizations such as the OECD to address this issue. The text adheres to conventional academic structure, using clear and objective language with precise word choice. The language is formal and free from grammatical errors, spelling mistakes, and punctuation errors. The text maintains a balanced perspective and avoids biased language. No changes in content were made. Abstract: This study examines the research trends on the relationship between economic growth and environmental degradation. The study employed a quantitative, exploratory methodology and conducted a bibliometric analysis of articles registered in the Scopus and Web of Science databases from 1972 to 2022. The search equations were structured based on the parameters of the international declaration PRISMA. The study considered bibliometric indicators of quality, quantity, and structure. VOSviewer was used to construct and visually present bibliometric networks on the structure and dynamics of the subject under study. The data indicates a noteworthy rise in the quantity of publications and authors examining the applicability of the Kuznets curve to ecological footprint and carbon emissions indicators, which are considered the most significant factors. This suggests an inverted U-shaped correlation between economic growth and environmental degradation. Notably, it underscores the adverse contribution of inadequate natural resource consumption, especially non-renewable energy, to environmental degradation. Overall, these implications underscore the urgency of concerted efforts to address this critical issue.","2024","2025-07-26 09:59:10","2025-07-26 09:59:10","","2345445","","1","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
